0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-02 -1.738090558509455819e-01
6.250000000000000000e-02 -2.419304110293256649e-01
9.375000000000000000e-02 -2.913785621642269175e-01
1.250000000000000000e-01 -3.306369515313795082e-01
1.562500000000000000e-01 -3.630259314614506794e-01
1.875000000000000000e-01 -3.902594444620736125e-01
2.187500000000000000e-01 -4.133577010348785108e-01
2.500000000000000000e-01 -4.329830448536951537e-01
2.812500000000000000e-01 -4.495905632194665547e-01
3.125000000000000000e-01 -4.635048418644635571e-01
3.437500000000000000e-01 -4.749552992854380040e-01
3.750000000000000000e-01 -4.841106726875268884e-01
4.062500000000000000e-01 -4.911139426678068354e-01
4.375000000000000000e-01 -4.960559472957945526e-01
4.687500000000000000e-01 -4.989977311685246941e-01
5.000000000000000000e-01 -4.999744919999999926e-01
5.312500000000000000e-01 -4.989977311685246941e-01
5.625000000000000000e-01 -4.960559472957945526e-01
5.937500000000000000e-01 -4.911139426678068909e-01
6.250000000000000000e-01 -4.841106726875268884e-01
6.562500000000000000e-01 -4.749552992854380040e-01
6.875000000000000000e-01 -4.635048418644635571e-01
7.187500000000000000e-01 -4.495905632194665547e-01
7.500000000000000000e-01 -4.329830448536951537e-01
7.812500000000000000e-01 -4.133577010348785108e-01
8.125000000000000000e-01 -3.902594444620736125e-01
8.437500000000000000e-01 -3.630259314614506794e-01
8.750000000000000000e-01 -3.306369515313795082e-01
9.062500000000000000e-01 -2.913785621642269175e-01
9.375000000000000000e-01 -2.419304110293256926e-01
9.687500000000000000e-01 -1.738090558509455819e-01
1.000000000000000000e+00 0.000000000000000000e+00
