1.000000000000000000e+00 0.000000000000000000e+00
9.705882352941176405e-01 1.635849937420664757e-01
9.411764705882352811e-01 2.339161339495162972e-01
9.117647058823529216e-01 2.826524178463031833e-01
8.823529411764705621e-01 3.213996834449907025e-01
8.529411764705882026e-01 3.534997608937827107e-01
8.235294117647058432e-01 3.806476163442067406e-01
7.941176470588234837e-01 4.038466542107824186e-01
7.647058823529411242e-01 4.237475889389579198e-01
7.352941176470588758e-01 4.407983476140581169e-01
7.058823529411765163e-01 4.553199720732888367e-01
6.764705882352941568e-01 4.675461797777486495e-01
6.470588235294117974e-01 4.776480561684053328e-01
6.176470588235294379e-01 4.857585009181810132e-01
5.882352941176470784e-01 4.919860611315693966e-01
5.588235294117647189e-01 4.964020395161157229e-01
5.294117647058823595e-01 4.990551876880232607e-01
5.000000000000000000e-01 4.999744919999999926e-01
4.705882352941176405e-01 4.990551876880232607e-01
4.411764705882352811e-01 4.964020395161157229e-01
4.117647058823529216e-01 4.919860611315693966e-01
3.823529411764705621e-01 4.857585009181810132e-01
3.529411764705882582e-01 4.776480561684053328e-01
3.235294117647058987e-01 4.675461797777486495e-01
2.941176470588235392e-01 4.553199720732888367e-01
2.647058823529411797e-01 4.407983476140581725e-01
2.352941176470588203e-01 4.237475889389579198e-01
2.058823529411764608e-01 4.038466542107823631e-01
1.764705882352941291e-01 3.806476163442066851e-01
1.470588235294117696e-01 3.534997608937827107e-01
1.176470588235294101e-01 3.213996834449906470e-01
8.823529411764706454e-02 2.826524178463031833e-01
5.882352941176470507e-02 2.339161339495162417e-01
2.941176470588235253e-02 1.635849937420664202e-01
0.000000000000000000e+00 0.000000000000000000e+00
